EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition_
1355,38,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Female,2,Research Director,Single,50420,3,Y,16,8,1,19,4,3,2,2,4,3,3,3,3,0
1356,30,No,Travel_Rarely,Sales,13,3,Marketing,1,Female,2,Laboratory Technician,Single,57700,1,Y,16,8,1,5,2,5,0,4,1,3,2,4,3,0
1357,32,No,Travel_Frequently,Sales,2,3,Marketing,1,Male,3,Laboratory Technician,Divorced,77560,0,Y,21,8,0,9,3,8,0,7,4,4,4,3,4,0
1358,30,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,3,Sales Executive,Divorced,103060,5,Y,13,8,0,8,5,3,2,2,4,1,3,3,3,0
1359,30,No,Travel_Rarely,Sales,9,3,Medical,1,Male,2,Research Scientist,Single,39360,0,Y,11,8,1,6,3,5,1,2,2,4,3,3,3,0
1360,41,No,Travel_Frequently,Sales,10,2,Medical,1,Female,3,Manufacturing Director,Divorced,79450,4,Y,12,8,1,21,6,7,7,7,4,1,2,2,3,0
1361,41,No,Travel_Rarely,Research & Development,10,4,Medical,1,Male,4,Research Scientist,Married,57430,2,Y,12,8,3,7,2,5,1,4,3,1,3,4,3,0
1362,19,No,Travel_Rarely,Research & Development,1,3,Other,1,Female,5,Manufacturing Director,Single,152020,1,Y,18,8,3,1,2,1,0,0,2,2,3,2,3,0
1363,40,No,Travel_Frequently,Research & Development,26,4,Medical,1,Male,2,Manufacturing Director,Divorced,54400,1,Y,12,8,1,20,2,20,2,13,2,2,3,3,3,0
1364,35,No,Travel_Rarely,Sales,8,1,Marketing,1,Female,3,Laboratory Technician,Married,37600,1,Y,14,8,3,10,2,10,0,6,3,2,3,3,3,0
1365,53,No,Travel_Rarely,Sales,14,2,Life Sciences,1,Female,5,Manufacturing Director,Married,35170,2,Y,12,8,1,13,1,7,4,5,2,3,1,2,3,0
1366,45,No,Travel_Rarely,Sales,1,4,Technical Degree,1,Male,1,Research Scientist,Divorced,25800,8,Y,17,8,3,20,3,17,0,15,2,2,1,3,3,0
1367,32,No,Travel_Frequently,Sales,2,2,Life Sciences,1,Female,1,Manufacturing Director,Single,21660,1,Y,19,8,1,9,4,9,3,7,2,4,3,1,3,0
1368,29,No,Non-Travel,Research & Development,10,4,Technical Degree,1,Male,3,Healthcare Representative,Married,58690,1,Y,11,8,1,10,6,10,0,9,4,3,3,4,3,0
1369,51,No,Travel_Rarely,Research & Development,1,3,Other,1,Female,3,Research Director,Married,80080,2,Y,15,8,1,10,4,1,0,0,2,3,3,3,3,0
1370,58,No,Travel_Rarely,Sales,3,3,Marketing,1,Female,1,Research Scientist,Married,52060,4,Y,11,8,3,9,4,1,0,0,2,2,2,1,3,0
1371,40,No,Travel_Rarely,Research & Development,11,2,Technical Degree,1,Male,4,Laboratory Technician,Married,52950,7,Y,18,8,0,15,4,12,2,11,3,4,2,3,3,0
1372,34,No,Travel_Frequently,Sales,24,4,Marketing,1,Male,2,Manufacturing Director,Married,164130,6,Y,16,8,0,6,1,4,1,2,3,3,3,3,3,0
1373,22,No,Travel_Rarely,Research & Development,3,3,Medical,1,Male,1,Laboratory Technician,Married,132690,1,Y,25,8,1,2,2,2,2,2,3,4,3,3,4,0
1374,27,No,Non-Travel,Research & Development,3,3,Medical,1,Male,1,Healthcare Representative,Divorced,27830,6,Y,16,8,1,6,2,2,2,2,4,2,1,4,3,0
1375,28,No,Travel_Rarely,Sales,4,4,Life Sciences,1,Male,2,Healthcare Representative,Married,54330,1,Y,13,8,1,5,4,5,0,2,3,4,1,2,3,0
1376,57,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Manufacturing Director,Divorced,20130,3,Y,14,8,1,12,5,5,1,4,3,4,1,3,3,0
1377,27,No,Non-Travel,Research & Development,2,3,Life Sciences,1,Male,1,Manufacturing Director,Divorced,139660,1,Y,19,8,0,1,1,1,0,1,3,3,2,3,3,0
1378,50,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Female,2,Manufacturing Director,Single,43740,3,Y,15,8,1,21,5,5,4,4,3,2,3,4,3,0
1379,41,No,Travel_Rarely,Sales,7,4,Marketing,1,Male,4,Laboratory Technician,Divorced,68420,4,Y,12,8,1,13,3,9,1,8,1,3,3,3,3,0
1380,30,No,Travel_Rarely,Human Resources,1,4,Human Resources,1,Female,1,Manager,Married,174260,2,Y,12,8,1,12,0,10,7,4,2,4,3,2,3,0
1381,38,No,Travel_Rarely,Sales,1,1,Medical,1,Male,2,Laboratory Technician,Single,176030,4,Y,16,8,0,12,0,8,0,7,1,4,4,2,3,0
1382,32,No,Travel_Rarely,Research & Development,20,3,Medical,1,Female,1,Manufacturing Director,Single,45810,3,Y,14,8,1,8,3,5,1,4,3,3,3,3,3,0
1383,27,No,Travel_Rarely,Research & Development,5,4,Medical,1,Male,2,Healthcare Representative,Married,47350,0,Y,13,8,0,6,2,5,1,1,3,2,2,3,3,0
1384,19,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Male,2,Healthcare Representative,Single,41870,0,Y,22,8,1,1,4,0,0,0,3,1,4,3,4,1
1385,36,No,Travel_Frequently,Sales,25,3,Marketing,1,Female,2,Research Director,Single,55050,4,Y,21,8,2,13,3,8,7,2,4,2,2,3,4,0
1386,30,No,Non-Travel,Sales,1,3,Medical,1,Female,1,Sales Executive,Divorced,54700,1,Y,18,8,1,12,2,12,6,10,3,1,3,3,3,0
1387,45,No,Travel_Rarely,Research & Development,24,2,Medical,1,Male,2,Sales Executive,Divorced,54760,4,Y,13,8,1,9,3,5,0,3,3,1,4,3,3,0
1388,56,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,4,Manager,Divorced,25870,4,Y,12,8,0,19,2,2,2,2,3,1,3,2,3,0
1389,33,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,1,Sales Executive,Single,24400,0,Y,18,8,3,4,4,3,0,2,3,4,4,3,3,0
1390,19,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Male,2,Sales Executive,Single,159720,1,Y,21,8,0,1,2,1,1,0,2,4,2,3,4,1
1391,46,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,Female,2,Laboratory Technician,Divorced,153790,1,Y,12,8,0,24,1,24,15,7,2,1,3,1,3,0
1392,38,No,Travel_Rarely,Sales,4,4,Life Sciences,1,Male,1,Manufacturing Director,Single,70820,1,Y,14,8,0,2,3,2,2,1,3,4,3,4,3,0
1393,31,No,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,2,Sales Representative,Married,27280,8,Y,11,8,0,7,3,4,0,2,3,4,3,4,3,0
1394,34,No,Travel_Rarely,Sales,9,3,Marketing,1,Female,2,Manager,Single,53680,2,Y,14,8,1,9,2,3,1,2,4,2,3,3,3,0
1395,41,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,Male,5,Laboratory Technician,Single,53470,1,Y,24,8,1,4,1,4,0,2,2,2,2,3,4,1
1396,50,No,Travel_Rarely,Sales,19,4,Marketing,1,Male,3,Sales Executive,Married,31950,2,Y,11,8,0,5,4,3,0,2,3,3,2,2,3,0
1397,53,No,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,1,Manager,Divorced,39890,1,Y,13,8,0,5,2,4,1,3,4,1,3,3,3,0
1398,33,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,1,Human Resources,Married,33060,1,Y,11,8,3,8,6,8,1,6,4,2,3,1,3,0
1399,40,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Female,2,Sales Executive,Married,70050,1,Y,20,8,2,21,2,20,9,9,4,3,3,3,4,0
1400,55,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1,Female,2,Laboratory Technician,Single,26550,8,Y,17,8,0,36,0,24,2,15,3,2,3,2,3,0
1401,34,No,Travel_Frequently,Human Resources,7,4,Other,1,Female,1,Research Scientist,Married,13930,1,Y,11,8,2,10,4,10,1,9,4,3,2,4,3,0
1402,51,No,Travel_Rarely,Human Resources,4,2,Human Resources,1,Male,2,Sales Representative,Single,25700,3,Y,18,8,0,21,2,7,1,0,4,2,3,3,3,0
1403,52,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,2,Sales Representative,Married,35370,0,Y,11,8,1,34,3,33,11,9,3,3,3,3,3,0
1404,27,No,Travel_Rarely,Sales,15,3,Marketing,1,Male,1,Research Scientist,Single,39860,1,Y,12,8,2,7,3,7,0,3,4,2,2,3,3,0
1405,35,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,2,Research Director,Married,108830,3,Y,12,8,0,8,3,1,0,1,2,3,3,4,3,1
1406,43,No,Non-Travel,Research & Development,6,2,Medical,1,Male,1,Healthcare Representative,Divorced,20280,4,Y,20,8,1,7,2,5,2,2,4,4,4,2,4,0
1407,45,No,Non-Travel,Research & Development,9,2,Medical,1,Female,1,Sales Executive,Married,95250,9,Y,19,8,0,22,3,20,11,8,1,4,3,3,3,0
1408,37,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,1,Research Scientist,Married,29290,1,Y,12,8,0,8,2,8,1,7,2,1,NA,1,3,0
1409,35,No,Travel_Frequently,Research & Development,1,3,Other,1,Male,2,Research Director,Single,22750,5,Y,13,8,0,10,2,6,1,2,2,2,3,4,3,0
1410,42,No,Non-Travel,Research & Development,1,1,Technical Degree,1,Male,2,Sales Executive,Divorced,78790,2,Y,11,8,1,11,2,5,0,2,3,3,3,3,3,0
1411,38,No,Travel_Rarely,Sales,8,2,Marketing,1,Male,5,Research Scientist,Married,49300,9,Y,14,8,0,14,0,1,0,0,4,3,3,3,3,0
1412,38,No,Travel_Rarely,Human Resources,25,1,Human Resources,1,Female,1,Manufacturing Director,Married,78470,3,Y,14,8,1,9,3,7,1,7,4,4,1,4,3,0
1413,27,No,Travel_Frequently,Research & Development,13,4,Medical,1,Male,1,Manager,Married,44010,5,Y,13,8,0,6,4,2,2,0,3,1,3,2,3,0
1414,49,No,Non-Travel,Research & Development,23,1,Other,1,Female,2,Sales Executive,Divorced,92410,1,Y,19,8,1,7,5,7,1,7,4,4,3,3,3,0
1415,34,No,Travel_Frequently,Research & Development,7,2,Medical,1,Male,4,Sales Representative,Divorced,29740,1,Y,23,8,0,5,2,5,2,0,4,3,4,3,4,0
1416,40,No,Travel_Rarely,Research & Development,23,3,Medical,1,Female,1,Laboratory Technician,Married,45020,8,Y,12,8,2,15,0,7,3,7,3,4,4,2,3,0
1417,38,Yes,Travel_Rarely,Sales,6,4,Life Sciences,1,Female,3,Research Scientist,Married,107480,7,Y,15,8,0,17,3,1,0,0,2,1,3,3,3,1
1418,29,Yes,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,2,Research Scientist,Married,15550,1,Y,19,8,2,10,2,10,1,9,2,4,2,3,3,1
1419,22,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,4,Healthcare Representative,Divorced,129360,1,Y,11,8,2,4,3,4,2,2,4,2,2,3,3,0
1420,36,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,Female,2,Laboratory Technician,Single,23050,1,Y,17,8,0,8,3,8,1,7,2,4,3,3,3,0
1421,40,No,Non-Travel,Research & Development,28,2,Life Sciences,1,Male,1,Manufacturing Director,Married,167040,9,Y,22,8,0,5,2,3,0,2,4,4,1,4,4,0
1422,46,No,Travel_Rarely,Research & Development,25,1,Medical,1,Male,5,Research Scientist,Divorced,34330,7,Y,18,8,0,17,3,4,0,3,4,1,3,3,3,0
1423,32,Yes,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Healthcare Representative,Married,34770,1,Y,11,8,0,14,2,14,9,8,4,4,2,4,3,1
1424,30,No,Non-Travel,Research & Development,17,4,Life Sciences,1,Male,2,Healthcare Representative,Single,64300,1,Y,12,8,1,12,2,11,5,8,3,3,3,2,3,0
1425,27,No,Travel_Frequently,Research & Development,18,2,Medical,1,Female,1,Laboratory Technician,Single,65160,1,Y,19,8,1,7,4,7,0,7,4,3,3,3,3,0
1426,51,No,Travel_Rarely,Research & Development,2,1,Medical,1,Female,1,Manufacturing Director,Married,39070,5,Y,13,8,0,16,2,10,4,7,2,2,1,3,3,0
1427,30,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Female,2,Research Scientist,Single,55620,5,Y,13,8,0,8,3,5,0,4,4,1,3,2,3,1
1428,41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,2,Human Resources,Single,68830,3,Y,19,8,2,16,3,1,0,0,4,4,3,2,3,0
1429,30,Yes,Travel_Frequently,Sales,3,2,Medical,1,Male,2,Healthcare Representative,Single,28620,5,Y,14,8,0,9,2,6,0,1,3,1,2,2,3,1
1430,29,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Sales Executive,Single,49780,0,Y,13,8,0,7,3,6,1,5,3,3,2,2,3,1
1431,45,No,Non-Travel,Research & Development,2,3,Medical,1,Female,2,Research Scientist,Single,103680,6,Y,12,8,2,23,2,19,12,8,4,4,3,3,3,0
1432,54,No,Travel_Rarely,Sales,8,2,Marketing,1,Female,2,Laboratory Technician,Married,61340,2,Y,19,8,0,16,2,6,0,5,4,1,3,2,3,0
1433,36,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1,Male,1,Healthcare Representative,Single,67350,8,Y,25,8,2,16,3,13,3,7,4,2,4,2,4,0
1434,33,No,Travel_Rarely,Sales,9,1,Other,1,Female,3,Sales Executive,Married,32950,6,Y,22,8,2,7,2,3,1,1,3,2,3,3,4,0
1435,37,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,2,Laboratory Technician,Divorced,52380,1,Y,15,8,1,10,5,10,0,7,2,4,3,3,3,0
1436,38,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,4,Laboratory Technician,Divorced,64720,0,Y,12,8,0,17,4,16,5,13,1,3,2,3,3,0
1437,31,No,Non-Travel,Sales,4,1,Medical,1,Female,3,Research Scientist,Married,96100,0,Y,11,8,1,6,2,5,1,4,3,3,3,2,3,0
1438,59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Female,3,Manager,Married,198330,3,Y,13,8,0,7,2,1,0,0,3,4,3,3,3,0
1439,37,No,Travel_Frequently,Sales,2,3,Marketing,1,Female,2,Laboratory Technician,Divorced,97560,4,Y,19,8,0,13,2,9,5,8,1,4,3,3,3,0
1440,29,No,Travel_Frequently,Sales,15,4,Medical,1,Female,1,Sales Executive,Married,49680,1,Y,19,8,3,11,4,11,4,1,2,4,3,3,3,0
1441,35,No,Travel_Frequently,Research & Development,19,3,Life Sciences,1,Female,1,Sales Executive,Single,21450,1,Y,13,8,0,10,6,10,0,8,3,3,4,2,3,0
1442,29,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,1,Female,1,Research Scientist,Single,21800,1,Y,21,8,0,4,2,4,0,1,3,4,2,3,4,1
1443,52,No,Travel_Rarely,Research & Development,1,2,Medical,1,Female,4,Manager,Single,83460,7,Y,14,8,0,6,5,2,2,2,3,4,2,3,3,0
1444,42,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Female,2,Sales Executive,Married,34450,1,Y,11,8,2,22,2,22,11,15,3,4,3,3,3,0
1445,59,No,Travel_Rarely,Research & Development,4,4,Technical Degree,1,Male,1,Healthcare Representative,Married,27600,8,Y,11,8,0,7,3,2,2,2,2,3,2,4,3,0
1446,50,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,Male,2,Sales Executive,Divorced,62940,3,Y,23,8,1,32,2,7,0,6,4,4,2,4,4,0
1447,33,Yes,Travel_Rarely,Sales,11,4,Marketing,1,Male,1,Research Scientist,Married,71400,5,Y,21,8,0,8,2,5,0,4,3,4,1,2,4,1
1448,43,No,Travel_Rarely,Sales,1,3,Marketing,1,Female,2,Manufacturing Director,Married,29320,5,Y,24,8,0,22,3,17,1,9,4,4,3,3,4,0
1449,33,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,Manager,Married,51470,7,Y,11,8,0,13,2,9,1,7,1,1,4,3,3,1
1450,52,No,Non-Travel,Research & Development,2,3,Technical Degree,1,Male,1,Sales Executive,Single,45070,1,Y,14,8,0,33,3,33,15,12,1,3,4,2,3,0
1451,32,No,Travel_Rarely,Human Resources,13,4,Life Sciences,1,Female,3,Manufacturing Director,Married,85640,2,Y,16,8,1,6,2,4,1,2,3,2,3,2,3,0
1452,32,Yes,Travel_Rarely,Sales,23,1,Life Sciences,1,Male,3,Healthcare Representative,Single,24680,0,Y,11,8,0,4,2,3,1,2,4,3,1,3,3,1
1453,39,No,Travel_Rarely,Sales,26,4,Life Sciences,1,Male,2,Research Director,Divorced,81610,7,Y,12,8,1,7,2,3,1,2,3,3,3,4,3,0
1454,32,No,Non-Travel,Sales,2,4,Marketing,1,Male,4,Research Scientist,Married,21090,0,Y,13,8,1,4,3,3,2,2,3,4,3,2,3,0
1455,41,No,Travel_Rarely,Sales,29,3,Life Sciences,1,Female,2,Laboratory Technician,Divorced,52940,2,Y,15,8,0,17,3,1,0,0,3,1,2,2,3,0
1456,40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Manufacturing Director,Divorced,27180,1,Y,14,8,1,9,4,9,4,7,1,4,3,2,3,0
1457,45,No,Travel_Rarely,Research & Development,18,1,Life Sciences,1,Female,2,Sales Representative,Married,58110,0,Y,14,8,0,25,4,24,1,7,3,4,3,2,3,0
1458,31,No,Travel_Frequently,Research & Development,7,4,Medical,1,Male,1,Research Scientist,Divorced,24370,9,Y,14,8,1,9,3,2,2,2,2,3,3,4,3,0
1459,33,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,1,Sales Executive,Married,27660,1,Y,12,8,1,2,2,2,0,2,3,4,2,3,3,0
1460,34,No,Travel_Rarely,Research & Development,26,3,Other,1,Female,1,Sales Executive,Married,190380,6,Y,13,8,0,13,3,11,5,9,4,1,3,2,3,0
1461,37,No,Travel_Rarely,Research & Development,22,5,Medical,1,Female,2,Manufacturing Director,Married,30550,2,Y,14,8,3,17,3,3,0,2,3,1,2,3,3,0
1462,45,No,Travel_Frequently,Sales,21,1,Marketing,1,Male,3,Research Scientist,Married,22890,4,Y,13,8,0,9,3,3,0,2,1,3,3,2,3,0
1463,37,Yes,Travel_Frequently,Sales,2,3,Marketing,1,Male,1,Laboratory Technician,Divorced,40010,6,Y,11,8,1,17,2,1,0,0,1,3,3,3,3,1
1464,39,No,Travel_Frequently,Research & Development,22,3,Medical,1,Female,1,Manufacturing Director,Single,129650,0,Y,19,8,1,20,2,19,11,8,3,3,3,3,3,0
1465,29,No,Travel_Rarely,Sales,4,3,Other,1,Female,2,Human Resources,Single,35390,1,Y,18,8,0,6,2,6,1,5,3,4,3,2,3,0
1466,42,No,Travel_Rarely,Research & Development,5,4,Medical,1,Female,1,Research Scientist,Single,60290,3,Y,17,8,1,10,5,3,0,2,4,1,3,3,3,0
1467,29,No,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Laboratory Technician,Divorced,26790,2,Y,15,8,0,10,2,3,0,2,4,4,3,2,3,0
1468,25,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Male,2,Sales Executive,Married,37020,0,Y,20,8,0,5,4,4,1,2,1,3,3,3,4,0
1469,42,No,Travel_Rarely,Sales,18,2,Medical,1,Male,1,Laboratory Technician,Divorced,23980,0,Y,14,8,1,10,2,9,7,8,4,NA,3,2,3,0
1470,40,No,Travel_Rarely,Research & Development,28,3,Medical,1,Male,2,Laboratory Technician,Divorced,54680,0,Y,12,8,0,22,6,21,3,9,1,3,3,4,3,0
1471,51,No,Travel_Rarely,Sales,6,2,Life Sciences,1,Female,1,Healthcare Representative,Married,131160,1,Y,11,8,0,1,6,1,0,0,3,4,NA,3,3,0
1472,31,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,1,Female,1,Research Scientist,Single,41890,0,Y,23,8,1,6,3,5,1,4,3,2,4,2,4,1
1473,32,No,Travel_Frequently,Research & Development,17,4,Other,1,Male,4,Sales Executive,Married,193280,1,Y,15,8,3,5,2,5,0,3,2,2,1,3,3,0
1474,38,No,Non-Travel,Research & Development,2,5,Life Sciences,1,Male,3,Human Resources,Married,83210,3,Y,11,8,3,13,5,8,7,5,4,4,3,2,3,0
1475,32,No,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,Sales Executive,Single,23420,4,Y,12,8,2,9,2,6,0,4,4,1,3,3,3,0
1476,46,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,4,Research Director,Married,40710,3,Y,13,8,0,28,5,7,7,7,3,2,2,3,3,0
1477,28,Yes,Travel_Rarely,Research & Development,11,2,Medical,1,Male,2,Sales Executive,Single,58130,2,Y,20,8,1,5,2,0,0,0,NA,3,1,3,4,1
1478,29,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Male,2,Sales Executive,Married,31430,2,Y,22,8,3,10,2,0,0,0,1,2,3,3,4,0
1479,31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,Laboratory Technician,Married,20440,0,Y,21,8,0,10,2,9,7,8,2,4,3,3,4,0
1480,25,No,Non-Travel,Research & Development,7,4,Medical,1,Female,4,Laboratory Technician,Divorced,134640,1,Y,13,8,1,6,2,6,1,5,2,1,3,3,3,0
1481,45,No,Travel_Rarely,Research & Development,17,2,Medical,1,Male,2,Laboratory Technician,Married,79910,0,Y,13,8,2,21,2,20,4,10,3,4,3,2,3,0
1482,36,No,Travel_Rarely,Research & Development,28,1,Life Sciences,1,Male,1,Laboratory Technician,Married,33770,0,Y,12,8,2,16,2,15,10,11,4,4,3,3,3,0
1483,55,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,Female,1,Sales Executive,Single,55380,0,Y,17,8,0,37,2,36,4,13,4,1,3,3,3,0
1484,47,Yes,Non-Travel,Research & Development,1,1,Medical,1,Male,1,Research Scientist,Married,57620,1,Y,11,8,2,10,4,10,9,9,1,2,2,2,3,1
1485,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Manufacturing Director,Married,25920,1,Y,14,8,0,5,2,5,0,4,4,4,2,3,3,0
1486,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,2,Healthcare Representative,Married,53460,4,Y,11,8,0,7,2,5,0,1,3,4,4,3,3,0
1487,21,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Male,1,Laboratory Technician,Single,42130,1,Y,12,8,3,3,3,3,1,0,4,3,4,2,3,0
1488,37,No,Non-Travel,Research & Development,1,3,Medical,1,Male,2,Sales Executive,Divorced,41270,2,Y,13,8,1,15,2,5,0,2,1,4,3,3,3,0
1489,35,No,Travel_Rarely,Sales,7,4,Life Sciences,1,Male,1,Sales Representative,Divorced,24380,7,Y,16,8,0,10,5,7,6,2,2,2,2,2,3,0
1490,38,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,1,Manager,Divorced,68700,1,Y,11,8,1,8,5,8,7,7,1,1,3,3,3,0
1491,26,No,Travel_Frequently,Research & Development,1,4,Other,1,Male,2,Laboratory Technician,Divorced,104470,1,Y,18,8,0,6,3,6,1,4,3,2,1,3,3,0
1492,50,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,1,Research Scientist,Divorced,96670,3,Y,23,8,0,28,2,10,1,6,1,2,2,2,4,0
1493,53,No,Travel_Rarely,Research & Development,11,4,Life Sciences,1,Female,2,Research Scientist,Married,21480,3,Y,11,8,0,21,2,5,1,3,3,3,2,3,3,0
1494,42,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,1,Manufacturing Director,Married,89260,1,Y,14,8,0,20,4,20,11,6,2,3,3,1,3,0
1495,29,No,Travel_Frequently,Research & Development,16,4,Medical,1,Male,1,Laboratory Technician,Single,65130,1,Y,11,8,1,10,2,10,0,9,2,4,2,3,3,0
1496,55,No,Travel_Rarely,Research & Development,1,4,Other,1,Female,1,Research Scientist,Married,67990,3,Y,11,8,0,12,2,10,0,8,2,4,3,3,3,0
1497,26,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Female,1,Manager,Married,162910,1,Y,22,8,0,5,3,5,3,3,1,1,3,3,4,0
1498,37,No,Travel_Rarely,Sales,5,1,Marketing,1,Male,1,Research Scientist,Single,27050,1,Y,11,8,0,17,2,17,5,7,4,4,3,3,3,0
1499,44,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,Male,2,Research Scientist,Divorced,103330,3,Y,14,8,1,19,2,1,0,0,4,3,1,2,3,1
1500,38,No,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,Manager,Divorced,44480,9,Y,12,8,0,10,3,2,1,2,4,4,3,2,3,0
1501,26,Yes,Travel_Rarely,Research & Development,4,3,Medical,1,Male,3,Research Scientist,Divorced,68540,2,Y,11,8,0,5,5,3,0,2,1,2,3,2,3,1
1502,28,No,Travel_Rarely,Research & Development,7,3,Other,1,Male,1,Human Resources,Single,96370,1,Y,13,8,0,5,6,5,0,2,4,4,3,2,3,0
1503,49,No,Travel_Frequently,Research & Development,1,1,Medical,1,Female,2,Research Scientist,Single,35910,9,Y,13,8,0,22,2,3,1,2,3,1,3,3,3,0
1504,36,No,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,3,Sales Executive,Single,54050,4,Y,14,8,0,10,2,8,7,7,3,2,3,3,3,0
1505,31,No,Travel_Frequently,Research & Development,9,4,Medical,1,Male,1,Sales Executive,Divorced,46840,1,Y,16,8,1,2,4,2,2,2,4,2,2,3,3,0
1506,26,Yes,Travel_Rarely,Research & Development,8,3,Medical,1,Male,2,Manager,Single,157870,1,Y,12,8,2,8,5,8,7,4,4,4,3,3,3,1
1507,37,No,Travel_Frequently,Sales,9,1,Marketing,1,Male,1,Laboratory Technician,Married,15140,1,Y,14,8,0,4,3,4,1,2,2,4,2,3,3,0
1508,42,No,Travel_Frequently,Sales,2,2,Marketing,1,Male,3,Research Director,Married,29560,5,Y,13,8,0,23,2,20,4,8,3,2,4,3,3,0
1509,18,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Sales Executive,Single,23350,1,Y,14,8,2,0,3,0,0,0,3,3,3,2,3,1
1510,35,No,Travel_Rarely,Sales,20,2,Life Sciences,1,Male,1,Laboratory Technician,Married,51540,0,Y,19,8,0,12,2,11,6,9,3,2,2,2,3,0
1511,36,No,Travel_Frequently,Research & Development,8,3,Other,1,Female,3,Sales Executive,Married,69620,4,Y,12,8,2,4,2,1,0,0,3,4,3,2,3,0
1512,51,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Laboratory Technician,Divorced,56750,5,Y,13,8,0,13,2,4,1,2,4,2,3,2,3,0
1513,41,No,Travel_Rarely,Research & Development,29,1,Life Sciences,1,Male,1,Laboratory Technician,Single,23790,1,Y,12,8,0,22,6,22,0,4,4,2,3,3,3,0
1514,18,No,Travel_Rarely,Sales,7,3,Life Sciences,1,Male,1,Research Scientist,Single,38120,1,Y,15,8,0,0,3,0,0,0,4,3,3,3,3,0
1515,28,No,Travel_Rarely,Research & Development,9,3,Medical,1,Male,1,Sales Representative,Single,46480,0,Y,23,8,2,9,2,8,0,7,2,1,3,2,4,0
1516,31,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1,Male,1,Manufacturing Director,Married,29360,4,Y,12,8,1,10,2,8,7,7,2,4,2,3,3,0
